Time [s],Packet ID,Address,Data,Read/Write,ACK/NAK
3.671839,94,0x3D,0x10,Read,NAK
3.67399,94,0x3D,0x00,Read,ACK
3.676141,94,0x3D,0x55,Read,ACK
3.678292,94,0x3D,0x7F,Read,ACK
3.680443,94,0x3D,0x7E,Read,ACK
3.7385965,95,0x3C,0x03,Write,ACK
3.743272,96,0x3D,0x01,Read,ACK
3.7454225,96,0x3D,0x23,Read,ACK
3.7475735,96,0x3D,0x00,Read,ACK
3.749724,96,0x3D,0xA7,Read,ACK
3.751875,96,0x3D,0xFE,Read,ACK
3.754026,96,0x3D,0xF4,Read,NAK
3.8119425,97,0x3C,0x03,Write,ACK
3.816618,98,0x3D,0x01,Read,ACK
3.818769,98,0x3D,0x1D,Read,ACK
3.8209195,98,0x3D,0x00,Read,ACK
3.823071,98,0x3D,0xA4,Read,ACK
3.825222,98,0x3D,0xFE,Read,ACK
3.827373,98,0x3D,0xF0,Read,NAK
3.8852885,99,0x3C,0x03,Write,ACK
3.889964,100,0x3D,0x01,Read,ACK
3.8921145,100,0x3D,0x1F,Read,ACK
3.8942655,100,0x3D,0x00,Read,ACK
3.896416,100,0x3D,0xA2,Read,ACK
3.8985665,100,0x3D,0xFE,Read,ACK
3.9007175,100,0x3D,0xF4,Read,NAK
3.9586325,101,0x3C,0x03,Write,ACK
3.963308,102,0x3D,0x01,Read,ACK
3.965459,102,0x3D,0x1D,Read,ACK
3.9676095,102,0x3D,0x00,Read,ACK
3.96976,102,0x3D,0xA9,Read,ACK
3.971911,102,0x3D,0xFE,Read,ACK
3.9740615,102,0x3D,0xF1,Read,NAK
4.031975,103,0x3C,0x03,Write,ACK
4.0366505,104,0x3D,0x01,Read,ACK
4.038801,104,0x3D,0x1F,Read,ACK
4.040952,104,0x3D,0x00,Read,ACK
4.043103,104,0x3D,0xAA,Read,ACK
4.0452535,104,0x3D,0xFE,Read,ACK
4.0474045,104,0x3D,0xF3,Read,NAK
4.1053165,105,0x3C,0x03,Write,ACK
4.1099925,106,0x3D,0x01,Read,ACK
4.112143,106,0x3D,0x21,Read,ACK
4.1142935,106,0x3D,0x00,Read,ACK
4.1164445,106,0x3D,0xA5,Read,ACK
4.1185955,106,0x3D,0xFE,Read,ACK
4.120746,106,0x3D,0xF1,Read,NAK
4.1786615,107,0x3C,0x01,Write,NAK
4.183337,108,0x3D,0x01,Read,ACK
4.185488,108,0x3D,0x23,Read,ACK
4.1876385,108,0x3D,0x00,Read,ACK
4.1897895,108,0x3D,0xA1,Read,ACK
4.1919405,108,0x3D,0xFE,Read,ACK
4.194091,108,0x3D,0xF2,Read,NAK
4.252008,109,0x3C,0x03,Write,ACK
4.2566835,110,0x3D,0x00,Read,NAK
4.2585955,110,0x3D,0x15,Read,ACK
4.260747,110,0x3D,0x00,Read,ACK
4.2628975,110,0x3D,0x51,Read,NAK
4.2650485,110,0x3D,0x7F,Read,ACK
4.2671995,110,0x3D,0x79,Read,ACK
4.325353,111,0x3C,0x03,Write,ACK
4.3300285,112,0x3D,0x01,Read,ACK
